OLT,Tarjeta,Puerto,Clientes afectados,Hora de afectación,CLASE
mbo-bvis-olt-03,3,2,2,11:20 am,Puntual
mbo-call-olt-05,3,3,30,9:28 am,Masivo
mbo-pomo-olt-00,2,13,20,11:19 am,Masivo
mbo-bvis-olt-01,4,6,13,9:37 p.m.,Masivo
mbo-lpue-olt-00,7,9,6,8:19 a.m.,Masivo
mbo-bvis-olt-03,6,3,20,3:49 pm,Masivo
mbo-call-olt-05,3,1,3,3:24 am,Puntual
mbo-pomo-olt-00,5,6,11,2:01 p.m.,Masivo
mbo-lpue-olt-00,2,5,3,5:56 am,Puntual
mbo-pomo-olt-00,2,2,18,12:31 am,Masivo
flc-coro-olt-04,6,5,12,4:25 pm,Masivo
mbo-call-olt-05,5,10,14,7:05 p.m.,Masivo
mbo-lpue-olt-00,4,14,30,4:40 am,Masivo
flc-coro-olt-01,5,5,17,9:56 am,Masivo
flc-coro-olt-01,4,11,25,12:02 p.m.,Masivo
mbo-lpue-olt-00,5,4,24,12:32 am,Masivo
mbo-pomo-olt-00,5,3,4,2:00 am,Puntual
mbo-call-olt-05,1,9,7,11:50 pm,Masivo
flc-coro-olt-01,2,11,5,6:04 p.m.,Puntual
mbo-call-olt-05,5,14,5,7:12 pm,Puntual
flc-coro-olt-01,6,0,11,4:18 p.m.,Masivo
flc-coro-olt-04,5,9,7,6:11 pm,Masivo
mbo-pomo-olt-00,3,5,26,7:47 am,Masivo
flc-coro-olt-04,2,1,18,4:24 p.m.,Masivo
flc-coro-olt-01,3,12,11,8:56 pm,Masivo
flc-coro-olt-04,2,2,2,9:50 am,Puntual
flc-coro-olt-01,3,13,22,1:34 pm,Masivo
mbo-lpue-olt-00,5,7,22,7:11 am,Masivo
flc-coro-olt-04,5,9,4,9:29 am,Puntual
mbo-bvis-olt-05,1,13,6,12:04 am,Masivo
mbo-pomo-olt-00,6,13,5,10:33 pm,Puntual
mbo-bvis-olt-03,3,5,15,5:21 a.m.,Masivo
mbo-bvis-olt-01,4,2,31,12:38 pm,Masivo
flc-coro-olt-04,1,15,9,2:12 p.m.,Masivo
mbo-call-olt-02,3,6,30,10:56 am,Masivo
mbo-pomo-olt-00,3,3,5,6:46 am,Puntual
mbo-bvis-olt-05,1,13,61,12:53 am,Masivo
mbo-bvis-olt-05,5,8,5,12:02 am,Puntual
flc-coro-olt-01,3,14,9,7:59 am,Masivo
flc-coro-olt-01,5,4,7,2:52 a.m.,Masivo
mbo-bvis-olt-01,1,2,8,2:19 p.m.,Masivo
mbo-lpue-olt-00,5,1,11,10:30 p.m.,Masivo
mbo-call-olt-02,2,10,4,12:04 am,Puntual
mbo-bvis-olt-03,4,1,14,10:23 p.m.,Masivo
mbo-bvis-olt-01,7,2,30,1:39 am,Masivo
mbo-call-olt-05,3,1,14,4:53 am,Masivo
mbo-bvis-olt-03,6,13,9,7:32 p.m.,Masivo
flc-coro-olt-04,4,3,9,9:07 pm,Masivo
mbo-pomo-olt-00,7,1,14,3:23 am,Masivo
mbo-call-olt-05,5,15,2,12:49 pm,Puntual
mbo-call-olt-05,3,9,34,11:19 am,Masivo
mbo-bvis-olt-01,5,8,25,7:59 a.m.,Masivo
mbo-lpue-olt-00,2,1,32,7:15 pm,Masivo
mbo-bvis-olt-01,1,8,26,7:49 p.m.,Masivo
flc-coro-olt-04,3,12,5,2:51 am,Puntual
mbo-lpue-olt-00,7,5,22,6:11 pm,Masivo
flc-coro-olt-04,7,0,45,2:12 pm,Masivo
mbo-lpue-olt-00,2,3,1,6:44 pm,Puntual
mbo-bvis-olt-05,2,14,10,10:41 am,Masivo
mbo-call-olt-05,3,13,13,3:38 a.m.,Masivo
mbo-call-olt-02,5,0,3,2:24 p.m.,Puntual
mbo-pomo-olt-00,6,13,2,12:45 p.m.,Puntual
flc-coro-olt-04,7,15,3,6:31 a.m.,Puntual
mbo-bvis-olt-03,7,5,27,2:23 p.m.,Masivo
mbo-lpue-olt-00,2,13,17,5:47 pm,Masivo
mbo-pomo-olt-00,4,12,21,2:46 a.m.,Masivo
mbo-bvis-olt-03,2,3,15,3:43 am,Masivo
mbo-pomo-olt-00,6,2,1,3:08 pm,Puntual
mbo-call-olt-02,5,2,11,6:39 am,Masivo
mbo-bvis-olt-03,5,8,5,6:49 pm,Puntual
mbo-bvis-olt-01,4,5,1,10:22 am,Puntual
flc-coro-olt-01,7,8,9,3:49 p.m.,Masivo
mbo-bvis-olt-01,2,12,7,3:12 am,Masivo
flc-coro-olt-01,5,4,4,12:59 am,Puntual
mbo-bvis-olt-01,6,1,15,1:58 pm,Masivo
flc-coro-olt-01,3,7,2,7:31 am,Puntual
flc-coro-olt-01,1,4,22,8:49 am,Masivo
mbo-call-olt-05,1,1,8,2:14 am,Masivo
mbo-lpue-olt-00,1,3,7,4:35 pm,Masivo
mbo-lpue-olt-00,7,8,4,10:48 pm,Puntual
mbo-call-olt-05,2,14,10,7:04 a.m.,Masivo
mbo-pomo-olt-00,4,3,5,8:21 a.m.,Puntual
mbo-bvis-olt-05,5,12,36,1:15 pm,Masivo
mbo-pomo-olt-00,3,11,4,4:40 am,Puntual
mbo-bvis-olt-03,6,11,4,6:09 am,Puntual
mbo-bvis-olt-03,3,15,50,3:23 a.m.,Masivo
flc-coro-olt-01,6,15,16,5:17 am,Masivo
mbo-bvis-olt-01,7,15,2,10:48 am,Puntual
mbo-bvis-olt-01,2,11,11,9:17 a.m.,Masivo
mbo-lpue-olt-00,1,12,3,11:06 pm,Puntual
flc-coro-olt-04,2,14,19,3:03 am,Masivo
mbo-pomo-olt-00,7,13,4,5:25 am,Puntual
mbo-call-olt-02,4,3,1,8:04 p.m.,Puntual
mbo-bvis-olt-01,4,1,5,6:59 p.m.,Puntual
mbo-call-olt-02,7,12,12,4:54 a.m.,Masivo
flc-coro-olt-01,6,11,56,8:15 pm,Masivo
mbo-call-olt-02,5,14,47,11:34 pm,Masivo
mbo-call-olt-05,5,5,12,3:25 p.m.,Masivo
mbo-call-olt-02,6,15,18,3:17 p.m.,Masivo
mbo-bvis-olt-05,4,12,47,4:28 am,Masivo
flc-coro-olt-01,4,10,3,9:22 a.m.,Puntual
mbo-pomo-olt-00,4,13,10,5:52 am,Masivo
mbo-call-olt-05,2,1,47,8:13 am,Masivo
mbo-bvis-olt-01,4,11,3,6:14 pm,Puntual
mbo-bvis-olt-03,3,6,14,3:48 pm,Masivo
mbo-pomo-olt-00,1,2,41,8:32 p.m.,Masivo
mbo-bvis-olt-03,4,14,3,12:24 am,Puntual
flc-coro-olt-01,6,2,5,9:20 pm,Puntual
mbo-call-olt-05,1,4,37,8:16 p.m.,Masivo
mbo-lpue-olt-00,2,2,8,4:22 p.m.,Masivo
mbo-bvis-olt-01,6,1,1,11:56 am,Puntual
mbo-bvis-olt-05,1,9,63,6:42 pm,Masivo
mbo-lpue-olt-00,6,8,13,1:16 pm,Masivo
flc-coro-olt-01,2,1,8,4:57 am,Masivo
mbo-pomo-olt-00,3,13,28,8:13 p.m.,Masivo
mbo-bvis-olt-05,2,10,56,1:28 p.m.,Masivo
mbo-call-olt-02,2,1,30,3:19 am,Masivo
mbo-bvis-olt-05,6,12,3,1:29 am,Puntual
flc-coro-olt-01,7,14,3,9:18 am,Puntual
flc-coro-olt-04,5,7,23,2:52 p.m.,Masivo
mbo-call-olt-02,4,14,3,9:38 am,Puntual
mbo-bvis-olt-03,4,8,2,4:55 pm,Puntual
mbo-bvis-olt-01,3,6,26,2:12 pm,Masivo
mbo-bvis-olt-03,3,2,9,4:17 pm,Masivo
mbo-bvis-olt-05,4,8,4,12:22 am,Puntual
mbo-bvis-olt-03,5,2,29,11:45 am,Masivo
flc-coro-olt-01,4,4,3,11:32 p.m.,Puntual
mbo-pomo-olt-00,7,8,11,10:38 p.m.,Masivo
mbo-bvis-olt-01,5,11,4,6:39 a.m.,Puntual
mbo-bvis-olt-03,3,13,11,11:17 am,Masivo
mbo-bvis-olt-03,1,13,23,7:08 am,Masivo
mbo-bvis-olt-05,6,2,3,3:32 pm,Puntual
mbo-pomo-olt-00,7,6,19,3:31 am,Masivo
mbo-lpue-olt-00,7,15,11,12:53 p.m.,Masivo
mbo-bvis-olt-03,3,15,20,10:16 pm,Masivo
flc-coro-olt-01,3,11,28,12:18 am,Masivo
flc-coro-olt-04,2,0,45,8:26 p.m.,Masivo
mbo-bvis-olt-01,7,3,2,5:05 p.m.,Puntual
mbo-bvis-olt-03,2,3,24,4:34 am,Masivo
flc-coro-olt-01,2,6,2,7:55 pm,Puntual
flc-coro-olt-01,6,7,4,7:36 am,Puntual
mbo-bvis-olt-01,2,0,3,9:33 pm,Puntual
mbo-lpue-olt-00,5,4,34,9:19 am,Masivo
flc-coro-olt-01,4,6,3,5:24 pm,Puntual
flc-coro-olt-04,1,11,6,12:03 p.m.,Masivo
flc-coro-olt-01,3,3,4,8:09 pm,Puntual
flc-coro-olt-01,5,12,5,10:09 am,Puntual
flc-coro-olt-01,1,3,5,1:23 pm,Puntual
mbo-lpue-olt-00,7,3,13,9:20 am,Masivo
mbo-bvis-olt-03,7,11,5,8:10 p.m.,Puntual
flc-coro-olt-01,7,5,11,6:26 pm,Masivo
mbo-pomo-olt-00,5,6,1,3:15 am,Puntual
mbo-bvis-olt-03,5,1,2,3:25 am,Puntual
mbo-lpue-olt-00,3,14,6,8:29 a.m.,Masivo
mbo-call-olt-05,4,4,5,5:48 am,Puntual
mbo-bvis-olt-03,2,3,7,10:15 a.m.,Masivo
mbo-bvis-olt-03,7,14,27,11:06 am,Masivo
mbo-call-olt-02,6,13,9,7:15 am,Masivo
mbo-bvis-olt-05,4,15,15,5:34 pm,Masivo
mbo-call-olt-02,6,12,2,8:57 p.m.,Puntual
flc-coro-olt-04,3,2,14,10:15 p.m.,Masivo
mbo-bvis-olt-05,3,6,19,10:39 am,Masivo
mbo-bvis-olt-01,3,10,3,4:11 pm,Puntual
mbo-bvis-olt-01,1,11,3,2:34 am,Puntual
mbo-lpue-olt-00,6,5,1,3:48 pm,Puntual
mbo-bvis-olt-05,4,13,2,8:20 pm,Puntual
mbo-bvis-olt-03,4,6,4,11:49 p.m.,Puntual
mbo-bvis-olt-01,5,4,8,7:42 p.m.,Masivo
flc-coro-olt-01,5,12,20,2:35 pm,Masivo
mbo-pomo-olt-00,7,5,2,6:47 pm,Puntual
mbo-bvis-olt-03,5,4,12,9:16 p.m.,Masivo
flc-coro-olt-04,3,13,3,4:31 a.m.,Puntual
flc-coro-olt-01,4,6,27,9:40 am,Masivo
flc-coro-olt-01,6,1,7,2:05 am,Masivo
mbo-bvis-olt-05,3,13,28,2:23 pm,Masivo
mbo-lpue-olt-00,1,10,3,9:26 am,Puntual
flc-coro-olt-04,5,4,64,12:19 am,Masivo
mbo-bvis-olt-01,3,5,1,7:24 am,Puntual
mbo-bvis-olt-05,3,5,16,7:01 pm,Masivo
mbo-bvis-olt-01,1,14,43,1:08 am,Masivo
mbo-bvis-olt-05,2,4,4,11:27 am,Puntual
mbo-bvis-olt-05,4,9,5,6:52 am,Puntual
mbo-bvis-olt-05,6,6,6,7:37 a.m.,Masivo
mbo-lpue-olt-00,7,9,2,11:02 p.m.,Puntual
mbo-bvis-olt-05,2,7,9,6:19 pm,Masivo
mbo-call-olt-05,5,6,41,6:05 pm,Masivo
mbo-pomo-olt-00,3,4,11,2:38 p.m.,Masivo
mbo-bvis-olt-01,1,0,3,6:32 am,Puntual
mbo-bvis-olt-03,1,12,2,4:54 am,Puntual
mbo-call-olt-02,4,4,9,9:00 am,Masivo
flc-coro-olt-04,2,9,5,12:36 am,Puntual
mbo-lpue-olt-00,7,1,46,1:05 pm,Masivo
mbo-bvis-olt-03,4,12,15,8:44 p.m.,Masivo
flc-coro-olt-01,3,4,8,5:33 pm,Masivo
mbo-call-olt-05,4,4,20,1:46 pm,Masivo
mbo-call-olt-02,6,1,25,4:14 p.m.,Masivo
mbo-bvis-olt-03,1,4,12,1:44 am,Masivo
mbo-bvis-olt-03,1,12,4,6:25 am,Puntual
mbo-call-olt-05,5,15,8,2:56 pm,Masivo
mbo-call-olt-02,5,3,8,5:13 pm,Masivo
flc-coro-olt-01,7,0,15,7:57 am,Masivo
mbo-bvis-olt-05,3,2,28,2:53 pm,Masivo
mbo-bvis-olt-01,6,0,31,6:06 pm,Masivo
flc-coro-olt-01,2,11,5,6:45 pm,Puntual
mbo-bvis-olt-05,4,10,22,5:57 pm,Masivo
mbo-lpue-olt-00,7,14,2,5:30 am,Puntual
mbo-pomo-olt-00,3,4,1,3:23 am,Puntual
flc-coro-olt-04,5,3,11,10:58 pm,Masivo
flc-coro-olt-04,4,15,2,10:30 am,Puntual
mbo-bvis-olt-01,5,6,59,11:28 p.m.,Masivo
mbo-call-olt-02,4,4,1,12:41 pm,Puntual
mbo-call-olt-05,2,9,29,2:31 am,Masivo
mbo-call-olt-02,3,13,26,7:16 a.m.,Masivo
mbo-call-olt-05,4,3,14,1:13 pm,Masivo
mbo-call-olt-02,6,1,7,6:39 am,Masivo
mbo-pomo-olt-00,7,3,23,6:35 a.m.,Masivo
mbo-lpue-olt-00,1,15,9,3:57 p.m.,Masivo
mbo-lpue-olt-00,6,11,23,2:47 pm,Masivo
mbo-bvis-olt-05,6,1,5,12:23 am,Puntual
mbo-lpue-olt-00,7,7,5,2:44 pm,Puntual
mbo-lpue-olt-00,1,2,10,9:53 a.m.,Masivo
flc-coro-olt-01,6,8,15,11:26 am,Masivo
flc-coro-olt-01,4,12,4,5:24 am,Puntual
mbo-bvis-olt-05,4,3,5,7:58 p.m.,Puntual
mbo-bvis-olt-01,4,12,2,12:31 am,Puntual
flc-coro-olt-01,1,5,53,5:51 a.m.,Masivo
mbo-bvis-olt-01,6,9,29,7:17 pm,Masivo
mbo-bvis-olt-03,1,4,13,4:45 pm,Masivo
flc-coro-olt-01,4,9,34,8:17 am,Masivo
mbo-pomo-olt-00,7,12,4,11:36 a.m.,Puntual
mbo-bvis-olt-05,6,0,4,10:25 pm,Puntual
mbo-bvis-olt-03,6,8,34,11:08 pm,Masivo
mbo-pomo-olt-00,5,15,5,10:59 pm,Puntual
mbo-pomo-olt-00,5,0,60,7:34 a.m.,Masivo
mbo-pomo-olt-00,2,7,23,10:07 p.m.,Masivo
mbo-bvis-olt-01,3,8,31,5:19 pm,Masivo
mbo-call-olt-02,5,8,4,11:53 pm,Puntual
mbo-bvis-olt-03,1,0,57,6:41 p.m.,Masivo
mbo-call-olt-05,5,1,5,5:21 pm,Puntual
mbo-bvis-olt-03,2,11,2,7:18 am,Puntual
mbo-call-olt-02,6,15,13,12:29 am,Masivo
mbo-bvis-olt-03,2,12,8,2:52 a.m.,Masivo
mbo-lpue-olt-00,6,0,5,5:27 pm,Puntual
mbo-call-olt-05,7,9,30,10:34 pm,Masivo
mbo-call-olt-02,7,1,3,3:42 pm,Puntual
mbo-bvis-olt-01,6,9,5,9:10 am,Puntual
flc-coro-olt-04,3,15,7,6:30 pm,Masivo
mbo-call-olt-02,5,11,15,10:48 am,Masivo
mbo-bvis-olt-05,1,7,3,3:47 pm,Puntual
mbo-call-olt-02,1,4,3,7:38 pm,Puntual
mbo-lpue-olt-00,4,11,28,4:35 pm,Masivo
flc-coro-olt-04,6,10,15,3:29 a.m.,Masivo
mbo-lpue-olt-00,1,6,6,8:22 a.m.,Masivo
flc-coro-olt-04,3,1,1,4:18 a.m.,Puntual
mbo-bvis-olt-05,6,7,4,11:11 am,Puntual
mbo-bvis-olt-01,3,10,1,1:14 am,Puntual
mbo-lpue-olt-00,1,5,7,6:30 pm,Masivo
mbo-lpue-olt-00,1,7,14,10:42 p.m.,Masivo
mbo-pomo-olt-00,4,0,2,11:36 a.m.,Puntual
flc-coro-olt-04,1,14,18,11:36 a.m.,Masivo
flc-coro-olt-01,6,0,34,1:14 am,Masivo
flc-coro-olt-04,7,11,37,5:28 pm,Masivo
mbo-pomo-olt-00,6,6,4,7:49 pm,Puntual
mbo-bvis-olt-03,6,7,1,6:42 am,Puntual
flc-coro-olt-04,4,12,36,2:25 am,Masivo
mbo-bvis-olt-01,4,2,7,11:43 p.m.,Masivo
mbo-pomo-olt-00,1,4,3,4:01 am,Puntual
mbo-bvis-olt-03,2,15,1,11:19 am,Puntual
mbo-call-olt-05,2,11,6,2:14 am,Masivo
mbo-pomo-olt-00,4,0,13,11:51 p.m.,Masivo
mbo-call-olt-05,1,6,11,1:03 pm,Masivo
mbo-lpue-olt-00,2,4,2,3:21 pm,Puntual
mbo-pomo-olt-00,1,7,15,3:49 p.m.,Masivo
mbo-bvis-olt-05,1,12,30,12:37 am,Masivo
mbo-call-olt-05,1,7,1,7:22 pm,Puntual
mbo-bvis-olt-01,5,8,5,1:58 am,Puntual
mbo-bvis-olt-05,6,6,14,9:25 am,Masivo
mbo-call-olt-02,1,10,3,11:50 a.m.,Puntual
mbo-call-olt-02,5,0,20,6:10 a.m.,Masivo
mbo-bvis-olt-03,4,12,30,4:27 pm,Masivo
mbo-lpue-olt-00,2,2,25,3:55 pm,Masivo
mbo-pomo-olt-00,6,7,1,3:01 pm,Puntual
flc-coro-olt-01,7,2,13,2:58 am,Masivo
mbo-bvis-olt-01,2,7,1,2:07 am,Puntual
mbo-call-olt-05,6,0,5,12:28 am,Puntual
mbo-bvis-olt-05,7,4,3,10:10 am,Puntual
mbo-call-olt-02,2,3,3,5:36 a.m.,Puntual
mbo-bvis-olt-01,6,4,5,9:17 am,Puntual
flc-coro-olt-01,2,7,28,2:54 am,Masivo
mbo-pomo-olt-00,2,9,25,2:49 pm,Masivo
mbo-bvis-olt-03,7,14,4,12:13 p.m.,Puntual
flc-coro-olt-01,2,13,12,6:53 am,Masivo
mbo-bvis-olt-01,2,3,5,10:09 am,Puntual
flc-coro-olt-01,7,10,5,2:34 pm,Puntual
mbo-bvis-olt-01,4,3,34,12:08 a.m.,Masivo
mbo-bvis-olt-01,1,14,1,4:34 pm,Puntual
flc-coro-olt-04,3,2,7,6:10 a.m.,Masivo
mbo-call-olt-05,5,6,28,5:43 p.m.,Masivo
mbo-call-olt-02,3,2,15,1:11 a.m.,Masivo
flc-coro-olt-04,3,11,7,6:02 pm,Masivo
mbo-pomo-olt-00,6,2,5,1:52 pm,Puntual
flc-coro-olt-04,1,10,3,3:38 am,Puntual
mbo-lpue-olt-00,6,9,3,10:13 p.m.,Puntual
mbo-lpue-olt-00,1,4,30,5:55 pm,Masivo
mbo-call-olt-02,7,4,24,10:27 am,Masivo
flc-coro-olt-01,7,13,4,5:10 pm,Puntual
mbo-call-olt-05,1,5,12,10:38 am,Masivo
mbo-call-olt-02,2,15,3,6:24 pm,Puntual
mbo-bvis-olt-01,4,7,4,12:20 pm,Puntual
mbo-bvis-olt-05,2,15,3,10:09 pm,Puntual
mbo-call-olt-05,4,9,1,8:42 a.m.,Puntual
mbo-call-olt-05,6,5,14,5:14 am,Masivo
mbo-bvis-olt-01,4,14,3,11:18 pm,Puntual
mbo-bvis-olt-01,6,15,33,1:47 pm,Masivo
mbo-bvis-olt-03,7,15,3,5:21 pm,Puntual
mbo-call-olt-02,3,11,47,3:20 a.m.,Masivo
mbo-bvis-olt-01,7,0,3,4:59 pm,Puntual
mbo-lpue-olt-00,7,14,2,8:51 pm,Puntual
mbo-pomo-olt-00,3,7,59,7:43 am,Masivo
mbo-bvis-olt-05,4,15,7,11:31 p.m.,Masivo
mbo-call-olt-02,4,7,1,5:49 pm,Puntual
mbo-lpue-olt-00,6,8,13,2:22 a.m.,Masivo
flc-coro-olt-01,2,8,45,6:12 am,Masivo
mbo-bvis-olt-01,6,1,31,11:04 am,Masivo
mbo-bvis-olt-01,2,14,53,6:03 pm,Masivo
mbo-call-olt-05,7,1,3,10:27 p.m.,Puntual
mbo-lpue-olt-00,3,2,24,10:13 pm,Masivo
mbo-call-olt-05,7,0,37,11:07 p.m.,Masivo
mbo-bvis-olt-03,1,3,42,6:08 pm,Masivo
mbo-call-olt-05,4,13,6,9:56 pm,Masivo
mbo-bvis-olt-03,2,3,24,11:50 am,Masivo
mbo-bvis-olt-03,6,13,10,8:34 a.m.,Masivo
mbo-bvis-olt-01,3,8,24,8:36 am,Masivo
flc-coro-olt-01,2,8,39,1:20 p.m.,Masivo
mbo-call-olt-05,6,8,3,5:57 p.m.,Puntual
mbo-lpue-olt-00,4,9,9,7:17 p.m.,Masivo
mbo-bvis-olt-03,7,6,5,6:32 pm,Puntual
mbo-bvis-olt-01,4,13,6,5:07 pm,Masivo
mbo-bvis-olt-05,5,14,49,8:50 a.m.,Masivo
mbo-call-olt-02,1,1,2,3:48 am,Puntual
flc-coro-olt-01,5,9,9,6:16 pm,Masivo
flc-coro-olt-04,3,4,5,5:42 am,Puntual
mbo-bvis-olt-05,2,3,1,8:30 pm,Puntual
mbo-call-olt-02,3,11,7,4:33 am,Masivo
mbo-bvis-olt-05,7,10,4,8:05 am,Puntual
mbo-call-olt-05,6,7,1,10:21 pm,Puntual
mbo-bvis-olt-03,4,1,6,2:13 pm,Masivo
flc-coro-olt-01,5,5,14,9:02 pm,Masivo
mbo-pomo-olt-00,5,12,48,9:11 am,Masivo
mbo-bvis-olt-03,7,4,2,10:35 pm,Puntual
mbo-pomo-olt-00,5,15,1,10:11 am,Puntual
mbo-call-olt-02,7,14,5,6:44 pm,Puntual
mbo-bvis-olt-01,3,15,1,4:01 pm,Puntual
flc-coro-olt-04,4,15,18,4:01 pm,Masivo
mbo-lpue-olt-00,2,15,15,6:14 a.m.,Masivo
mbo-bvis-olt-03,6,11,2,5:22 am,Puntual
flc-coro-olt-01,2,1,17,6:28 a.m.,Masivo
mbo-bvis-olt-05,3,10,2,7:16 pm,Puntual
flc-coro-olt-01,6,9,32,7:31 pm,Masivo
mbo-call-olt-02,5,14,10,9:06 pm,Masivo
mbo-pomo-olt-00,1,0,1,8:29 am,Puntual
mbo-bvis-olt-05,3,7,5,6:27 pm,Puntual
mbo-lpue-olt-00,3,1,17,12:13 pm,Masivo
mbo-lpue-olt-00,4,6,2,6:43 am,Puntual
mbo-bvis-olt-03,2,8,12,5:29 am,Masivo
mbo-call-olt-02,3,8,2,1:16 am,Puntual
mbo-bvis-olt-01,3,7,1,9:31 p.m.,Puntual
mbo-call-olt-02,5,10,1,9:45 pm,Puntual
mbo-pomo-olt-00,5,13,1,9:05 am,Puntual
flc-coro-olt-01,6,11,13,11:50 pm,Masivo
mbo-lpue-olt-00,7,9,25,8:23 pm,Masivo
flc-coro-olt-01,7,8,4,10:05 a.m.,Puntual
flc-coro-olt-01,1,1,11,3:26 am,Masivo
flc-coro-olt-01,7,5,2,1:17 am,Puntual
mbo-lpue-olt-00,4,3,13,11:23 p.m.,Masivo
mbo-call-olt-05,1,13,5,12:36 am,Puntual
mbo-pomo-olt-00,6,3,1,12:55 am,Puntual
mbo-pomo-olt-00,5,4,5,8:23 p.m.,Puntual
mbo-bvis-olt-05,7,11,51,7:37 pm,Masivo
mbo-call-olt-02,2,15,3,5:33 am,Puntual
mbo-call-olt-02,5,2,15,10:39 am,Masivo
flc-coro-olt-04,4,13,33,7:46 am,Masivo
mbo-call-olt-02,5,0,2,10:14 am,Puntual
mbo-lpue-olt-00,4,7,1,4:10 p.m.,Puntual
mbo-bvis-olt-01,4,4,4,9:21 pm,Puntual
mbo-bvis-olt-03,4,2,6,11:53 a.m.,Masivo
flc-coro-olt-04,6,9,15,10:23 p.m.,Masivo
mbo-bvis-olt-03,4,15,34,2:00 pm,Masivo
mbo-pomo-olt-00,4,13,9,9:17 am,Masivo
mbo-bvis-olt-03,2,6,32,9:43 pm,Masivo
mbo-bvis-olt-03,1,6,3,5:11 p.m.,Puntual
flc-coro-olt-04,3,0,11,11:56 a.m.,Masivo
mbo-bvis-olt-05,1,11,3,1:42 am,Puntual
flc-coro-olt-01,4,8,4,7:27 pm,Puntual
mbo-call-olt-02,2,14,5,10:39 pm,Puntual
mbo-call-olt-02,5,1,3,10:59 p.m.,Puntual
mbo-lpue-olt-00,2,4,1,4:06 am,Puntual
flc-coro-olt-04,4,12,35,9:22 pm,Masivo
mbo-lpue-olt-00,2,13,7,6:20 p.m.,Masivo
mbo-bvis-olt-01,7,4,48,3:33 pm,Masivo
mbo-bvis-olt-01,2,13,8,6:10 pm,Masivo
mbo-lpue-olt-00,4,7,3,10:21 am,Puntual
flc-coro-olt-04,6,13,54,6:41 am,Masivo
mbo-lpue-olt-00,7,7,5,5:34 am,Puntual
mbo-call-olt-02,2,13,1,2:51 p.m.,Puntual
mbo-call-olt-05,3,6,16,10:28 am,Masivo
mbo-bvis-olt-03,3,6,4,10:41 pm,Puntual
mbo-call-olt-05,2,11,23,2:27 pm,Masivo
flc-coro-olt-04,6,15,19,7:58 am,Masivo
mbo-call-olt-05,5,10,1,2:17 pm,Puntual
mbo-bvis-olt-01,4,15,22,12:13 a.m.,Masivo
mbo-pomo-olt-00,3,5,4,6:17 p.m.,Puntual
mbo-bvis-olt-03,5,5,7,5:27 pm,Masivo
flc-coro-olt-01,2,10,12,4:23 pm,Masivo
flc-coro-olt-04,5,8,5,7:07 am,Puntual
mbo-bvis-olt-03,7,5,20,8:41 p.m.,Masivo
mbo-call-olt-05,1,11,14,4:53 am,Masivo
mbo-bvis-olt-01,3,12,15,1:44 a.m.,Masivo
mbo-bvis-olt-05,2,12,5,1:52 am,Puntual
flc-coro-olt-01,4,1,6,1:07 p.m.,Masivo
mbo-bvis-olt-03,6,1,16,11:03 a.m.,Masivo
mbo-bvis-olt-01,7,12,20,1:26 a.m.,Masivo
mbo-bvis-olt-01,2,4,50,5:35 am,Masivo
mbo-call-olt-05,4,14,5,4:04 pm,Puntual
mbo-call-olt-02,6,3,2,9:32 pm,Puntual
mbo-call-olt-05,6,10,8,3:48 a.m.,Masivo
mbo-call-olt-02,2,1,2,7:33 am,Puntual
mbo-call-olt-02,7,14,43,11:29 p.m.,Masivo
flc-coro-olt-01,5,14,3,8:07 p.m.,Puntual
mbo-call-olt-05,5,2,2,6:38 am,Puntual
mbo-bvis-olt-05,6,6,26,12:46 a.m.,Masivo
mbo-lpue-olt-00,5,7,5,10:25 pm,Puntual
mbo-lpue-olt-00,1,11,4,1:56 pm,Puntual
mbo-call-olt-05,6,12,11,8:36 am,Masivo
mbo-call-olt-05,6,5,7,10:33 pm,Masivo
flc-coro-olt-01,4,10,44,3:06 a.m.,Masivo
mbo-call-olt-05,5,4,2,8:39 pm,Puntual
mbo-call-olt-02,7,12,3,12:27 pm,Puntual
mbo-bvis-olt-01,6,0,4,4:38 pm,Puntual
mbo-bvis-olt-01,7,7,1,8:38 a.m.,Puntual
mbo-call-olt-02,1,2,3,11:27 am,Puntual
flc-coro-olt-04,4,14,4,1:13 p.m.,Puntual
mbo-call-olt-02,2,5,1,3:52 pm,Puntual
mbo-bvis-olt-05,7,2,17,6:49 am,Masivo
mbo-pomo-olt-00,6,6,14,9:37 am,Masivo
mbo-bvis-olt-03,1,12,5,2:03 pm,Puntual
mbo-call-olt-02,3,13,10,11:41 p.m.,Masivo
mbo-call-olt-05,1,6,1,1:17 pm,Puntual
mbo-call-olt-05,1,11,6,10:43 a.m.,Masivo
flc-coro-olt-01,4,14,38,3:47 am,Masivo
mbo-call-olt-02,2,8,5,4:24 pm,Puntual
flc-coro-olt-01,3,15,7,11:06 p.m.,Masivo
mbo-call-olt-02,5,4,10,5:37 a.m.,Masivo
mbo-bvis-olt-03,5,14,15,3:27 am,Masivo
mbo-pomo-olt-00,7,7,4,10:04 pm,Puntual
mbo-bvis-olt-01,1,9,10,11:02 am,Masivo
mbo-lpue-olt-00,4,9,1,2:43 pm,Puntual
mbo-call-olt-02,4,15,33,2:30 a.m.,Masivo
mbo-pomo-olt-00,5,7,3,7:46 a.m.,Puntual
